# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Aug 30 13:25:08 2024
#
# User preference: *
#
# COLUMN kepoi_name:     KOI Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
#
loc_rowid,kepoi_name,koi_disposition,koi_period,koi_period_err1,koi_period_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_srad,koi_srad_err1,koi_srad_err2
6669,K05682.01,CANDIDATE,46.969389000,1.2330000e-03,-1.2330000e-03,7.45,6.280e+00,-4.100e+00,1.7170,1.4450,-0.9450
6670,K05683.01,FALSE POSITIVE,0.512581525,2.2000000e-08,-2.2000000e-08,42.41,3.720e+00,-3.370e+00,0.6040,0.0530,-0.0480
6671,K05684.01,CANDIDATE,206.801125000,2.6780000e-03,-2.6780000e-03,24.34,1.300e+00,-6.930e+00,8.6110,0.4600,-2.4500
6672,K05685.01,CANDIDATE,14.001906400,1.8190000e-04,-1.8190000e-04,17.96,4.830e+00,-9.100e-01,6.5020,1.7490,-0.3290
6673,K05804.01,FALSE POSITIVE,1.427966450,1.5950000e-06,-1.5950000e-06,39.76,9.960e+00,-3.540e+00,0.9190,0.2300,-0.0820
6674,K05805.01,CANDIDATE,525.757041000,5.8190000e-03,-5.8190000e-03,11.07,2.240e+00,-3.820e+00,3.9310,0.7920,-1.3580
6675,K05806.01,CANDIDATE,313.827520000,9.6340000e-03,-9.6340000e-03,1.26,4.900e-01,-1.400e-01,0.9730,0.3780,-0.1030
6676,K05807.01,CANDIDATE,236.097998490,,,,,,,,
6677,K05808.01,FALSE POSITIVE,70.619771220,,,,,,,,
6678,K05809.01,FALSE POSITIVE,216.109108540,,,,,,,,
6679,K05810.01,CANDIDATE,425.593391000,8.3840000e-03,-8.3840000e-03,2.25,1.200e+00,-7.500e-01,1.4410,0.7640,-0.4810
6680,K05811.01,FALSE POSITIVE,44.514393310,,,,,,,,
6681,K05431.01,CANDIDATE,43.084101270,,,,,,,,
6682,K05432.01,FALSE POSITIVE,230.804015660,,,,,,,,
6683,K05433.01,CANDIDATE,237.819002000,7.0320000e-03,-7.0320000e-03,2.55,4.000e-01,-1.800e-01,1.0350,0.1660,-0.0710
6684,K05434.01,CANDIDATE,581.873570000,3.2380000e-02,-3.2380000e-02,2.96,1.090e+00,-2.500e-01,0.9920,0.3640,-0.0840
6685,K05435.01,CANDIDATE,15.996129600,1.1580000e-04,-1.1580000e-04,1.71,1.600e-01,-1.300e-01,0.7770,0.0720,-0.0590
6686,K05436.01,FALSE POSITIVE,28.297207229,1.3580000e-06,-1.3580000e-06,54.15,1.049e+01,-1.049e+01,1.1510,0.2230,-0.2230
6687,K05437.01,CANDIDATE,213.633124040,,,,,,,,
6688,K05438.01,FALSE POSITIVE,412.227551000,6.7220000e-03,-6.7220000e-03,21.53,1.330e+00,-5.730e+00,7.6840,0.4760,-2.0430
6689,K05559.01,FALSE POSITIVE,586.631770000,1.4210000e-02,-1.4210000e-02,1.18,8.500e-01,-1.300e-01,0.8540,0.6160,-0.0940
6690,K05560.01,FALSE POSITIVE,364.950680000,1.2380000e-02,-1.2380000e-02,3.69,1.640e+00,-4.900e-01,0.8840,0.3930,-0.1180
6691,K05561.01,FALSE POSITIVE,44.361233190,,,,,,,,
6692,K05562.01,FALSE POSITIVE,438.009740000,3.1620000e-02,-3.1620000e-02,0.73,1.990e+00,-7.000e-02,0.7170,1.9350,-0.0710
6693,K05563.01,CANDIDATE,7.622103970,6.7040000e-05,-6.7040000e-05,3.80,1.210e+00,-2.610e+00,3.1620,1.0030,-2.1740
6694,K05564.01,FALSE POSITIVE,3.479508244,2.0340000e-06,-2.0340000e-06,444.46,7.373e+01,-1.014e+02,12.6230,2.0940,-2.8790
6695,K05565.01,FALSE POSITIVE,406.296950000,1.9670000e-02,-1.9670000e-02,1.85,9.000e-01,-5.300e-01,1.5660,0.7590,-0.4540
6696,K05566.01,CANDIDATE,0.988668400,2.9130000e-04,-2.9130000e-04,3.18,5.500e-01,-1.650e+00,2.7730,0.4790,-1.4360
6697,K05686.01,FALSE POSITIVE,3.344659340,3.9180000e-05,-3.9180000e-05,1.17,2.900e-01,-4.300e-01,1.5510,0.3800,-0.5710
6698,K05687.01,FALSE POSITIVE,513.144170000,4.3900000e-02,-4.3900000e-02,1.30,5.200e-01,-1.000e-01,0.8370,0.3400,-0.0630
6699,K05688.01,CANDIDATE,14.555509600,1.7330000e-04,-1.7330000e-04,2.03,2.600e-01,-1.800e-01,0.7380,0.0970,-0.0650
6700,K05689.01,CANDIDATE,114.127160000,1.6400000e-03,-1.6400000e-03,2.76,5.200e+00,-2.300e-01,0.8230,1.5510,-0.0670
6701,K05690.01,CANDIDATE,17.049737600,2.9290000e-04,-2.9290000e-04,45.89,1.730e+00,-1.909e+01,14.9540,0.5650,-6.2190
6702,K05691.01,FALSE POSITIVE,13.036637700,1.4570000e-04,-1.4570000e-04,2.23,9.800e-01,-7.800e-01,1.6770,0.7380,-0.5830
6703,K05692.01,CANDIDATE,2.641812610,2.0620000e-05,-2.0620000e-05,0.59,1.000e-02,-3.000e-02,0.6830,0.0140,-0.0360
6704,K05828.01,FALSE POSITIVE,270.984770000,1.8760000e-03,-1.8760000e-03,11761.10,2.556e+03,-6.278e+02,1.5550,0.3380,-0.0830
6705,K05829.01,CANDIDATE,583.853100000,1.4040000e-02,-1.4040000e-02,1.97,7.100e-01,-1.200e-01,0.8600,0.3090,-0.0550
6706,K05830.01,CANDIDATE,72.782432000,1.4050000e-03,-1.4050000e-03,11.19,7.100e-01,-2.990e+00,7.3170,0.4650,-1.9560
6707,K05831.01,CANDIDATE,10.552241908,,,1.75,1.300e-01,-2.200e-01,0.5850,0.0440,-0.0750
6708,K05832.01,FALSE POSITIVE,2.747033120,1.0880000e-05,-1.0880000e-05,61.97,1.254e+01,-2.926e+01,3.1340,0.6340,-1.4800
6709,K05833.01,CANDIDATE,440.171272000,5.7650000e-03,-5.7650000e-03,5.97,1.160e+00,-1.900e+00,1.6790,0.3280,-0.5330
6710,K05834.01,CANDIDATE,37.537859000,1.2820000e-03,-1.2820000e-03,1.77,5.400e-01,-2.300e-01,1.0820,0.3310,-0.1420
6711,K05835.01,CANDIDATE,474.969520000,4.6830000e-02,-4.6830000e-02,2.44,1.020e+00,-2.300e-01,0.9620,0.4020,-0.0920
6712,K05439.01,FALSE POSITIVE,0.864651455,6.7280000e-06,-6.7280000e-06,0.69,1.900e-01,-6.000e-02,0.8510,0.2260,-0.0750
6713,K05440.01,CANDIDATE,74.624063000,1.8950000e-03,-1.8950000e-03,1.75,5.500e-01,-1.800e-01,0.9370,0.2910,-0.0970
6714,K05441.01,FALSE POSITIVE,25.480521100,4.7600000e-04,-4.7600000e-04,1.25,3.900e-01,-1.300e-01,0.9860,0.3050,-0.1020
6715,K05442.01,FALSE POSITIVE,512.116360000,1.2660000e-02,-1.2660000e-02,1.47,5.000e-01,-1.200e-01,0.8120,0.2800,-0.0630
6716,K05443.01,FALSE POSITIVE,348.618910000,1.4730000e-02,-1.4730000e-02,2.40,7.200e-01,-2.000e-01,0.9140,0.2750,-0.0770
6717,K05444.01,FALSE POSITIVE,368.708390000,1.4060000e-02,-1.4060000e-02,2.87,1.120e+00,-2.300e-01,0.8870,0.3450,-0.0720
6718,K05445.01,FALSE POSITIVE,7.109109600,3.7840000e-04,-3.7840000e-04,1.08,2.500e-01,-1.000e-01,0.8200,0.1910,-0.0760
6719,K05446.01,CANDIDATE,416.950400000,1.1340000e-02,-1.1340000e-02,7.35,3.070e+00,-3.980e+00,2.6110,1.0880,-1.4130
6720,K05567.01,FALSE POSITIVE,397.395848800,1.7270000e-04,-1.7270000e-04,64.56,1.034e+01,-1.422e+01,1.3620,0.2180,-0.3000
6721,K05568.01,CONFIRMED,62.134919000,2.0270000e-03,-2.0270000e-03,6.71,1.090e+00,-3.270e+00,4.9120,0.7990,-2.3960
6722,K05569.01,FALSE POSITIVE,1.667482003,2.2950000e-06,-2.2950000e-06,15.15,3.080e+00,-5.800e-01,6.7200,1.3690,-0.2570
6723,K05570.01,CANDIDATE,574.652970000,2.8980000e-02,-2.8980000e-02,2.28,9.700e-01,-1.900e-01,0.8210,0.3480,-0.0670
6724,K05571.01,FALSE POSITIVE,5.297307860,4.9770000e-05,-4.9770000e-05,1.49,0.000e+00,0.000e+00,1.0000,,
6725,K05572.01,CANDIDATE,21.957844600,1.9920000e-04,-1.9920000e-04,0.78,1.400e-01,-5.000e-02,0.8020,0.1450,-0.0530
6726,K05573.01,FALSE POSITIVE,77.395279000,2.8090000e-03,-2.8090000e-03,6.16,3.280e+00,-1.450e+00,2.9950,1.5930,-0.7040
6727,K05574.01,CANDIDATE,373.415090000,6.1810000e-03,-6.1810000e-03,2.55,1.900e-01,-3.000e-01,0.6120,0.0470,-0.0710
6728,K05693.01,FALSE POSITIVE,612.882452000,6.7960000e-03,-6.7960000e-03,2.42,1.010e+00,-2.200e-01,0.9560,0.3970,-0.0860
6729,K05694.01,CANDIDATE,107.904526000,1.6670000e-03,-1.6670000e-03,1.26,4.300e-01,-9.000e-02,0.8020,0.2720,-0.0590
6730,K05695.01,FALSE POSITIVE,11.035717730,2.5090000e-05,-2.5090000e-05,70.42,1.878e+01,-2.061e+01,1.2300,0.3280,-0.3600
6731,K05696.01,FALSE POSITIVE,42.093314000,1.3270000e-03,-1.3270000e-03,2.19,1.700e-01,-2.200e-01,0.7630,0.0590,-0.0790
6732,K05697.01,FALSE POSITIVE,274.108592510,,,,,,,,
6733,K05698.01,CANDIDATE,282.029084000,7.5360000e-03,-7.5360000e-03,2.33,1.330e+00,-3.200e-01,1.2870,0.7300,-0.1800
6734,K05699.01,FALSE POSITIVE,339.181090000,1.5890000e-02,-1.5890000e-02,1.70,8.600e-01,-3.600e-01,1.3440,0.6800,-0.2830
6735,K05700.01,FALSE POSITIVE,3.556509760,2.7700000e-07,-2.7700000e-07,283.93,4.994e+01,-9.266e+01,2.4330,0.4280,-0.7940
6736,K05812.01,CANDIDATE,3.131839200,6.8200000e-04,-6.8200000e-04,1.50,4.900e-01,-3.300e-01,1.1590,0.3850,-0.2530
6737,K05813.01,FALSE POSITIVE,38.277724480,,,,,,,,
6738,K05814.01,FALSE POSITIVE,25.285232337,5.5200000e-07,-5.5200000e-07,69.68,1.423e+01,-9.510e+00,1.1360,0.2320,-0.1550
6739,K05815.01,CANDIDATE,207.767894000,7.0290000e-03,-7.0290000e-03,3.52,2.610e+00,-1.880e+00,1.8490,1.3650,-0.9890
6740,K05816.01,CANDIDATE,82.508054000,1.3180000e-03,-1.3180000e-03,14.04,5.200e-01,-3.640e+00,7.7330,0.2870,-2.0030
6741,K05817.01,CANDIDATE,113.083522000,2.3850000e-03,-2.3850000e-03,1.59,2.800e-01,-3.100e-01,1.4000,0.2460,-0.2700
6742,K05818.01,FALSE POSITIVE,1.231383390,1.6010000e-05,-1.6010000e-05,0.82,2.600e-01,-7.000e-02,0.9580,0.3090,-0.0770
6743,K05819.01,CANDIDATE,381.375040000,3.6350000e-02,-3.6350000e-02,1.24,4.100e-01,-8.000e-02,0.7290,0.2430,-0.0490
6744,K05447.01,FALSE POSITIVE,322.556630460,,,,,,,,
6745,K05448.01,FALSE POSITIVE,7.226985900,1.4280000e-04,-1.4280000e-04,0.79,6.000e-02,-8.000e-02,0.6090,0.0450,-0.0610
6746,K05449.01,FALSE POSITIVE,0.762724045,1.1100000e-07,-1.1100000e-07,41.02,1.164e+01,-7.150e+00,0.9760,0.2770,-0.1700
6747,K05450.01,FALSE POSITIVE,206.764257740,,,,,,,,
6748,K05451.01,CANDIDATE,529.391690000,1.2970000e-02,-1.2970000e-02,4.40,2.310e+00,-1.750e+00,2.5040,1.3170,-0.9950
6749,K05452.01,FALSE POSITIVE,362.499060000,2.2110000e-02,-2.2110000e-02,2.51,9.300e-01,-3.500e-01,1.0650,0.3940,-0.1480
6750,K05453.01,FALSE POSITIVE,190.658960000,1.9530000e-02,-1.9530000e-02,2.54,1.020e+00,-2.000e-01,0.8350,0.3350,-0.0660
6751,K05454.01,CONFIRMED,509.997402000,3.2560000e-03,-3.2560000e-03,2.62,4.500e-01,-2.700e-01,0.7560,0.1300,-0.0770
6752,K05575.01,FALSE POSITIVE,1.506500360,1.7640000e-05,-1.7640000e-05,0.81,2.500e-01,-1.400e-01,1.1260,0.3530,-0.1900
6753,K05576.01,FALSE POSITIVE,194.487322120,,,,,,,,
6754,K05577.01,CANDIDATE,495.518990000,1.4210000e-02,-1.4210000e-02,2.94,1.330e+00,-9.600e-01,1.6340,0.7350,-0.5370
6755,K05578.01,CANDIDATE,388.048463000,6.3050000e-03,-6.3050000e-03,3.00,1.400e-01,-1.400e-01,2.4600,0.1100,-0.1200
6756,K05579.01,CANDIDATE,34.026986800,4.3820000e-04,-4.3820000e-04,1.57,2.630e+00,-1.500e-01,0.8010,1.3470,-0.0770
6757,K05580.01,CANDIDATE,173.219879000,2.8620000e-03,-2.8620000e-03,2.41,1.220e+00,-6.500e-01,1.5180,0.7680,-0.4100
6758,K05581.01,CONFIRMED,374.878133000,7.7910000e-03,-7.7910000e-03,4.27,1.070e+00,-1.180e+00,1.3540,0.3410,-0.3750
6759,K05582.01,FALSE POSITIVE,5.236202600,2.9340000e-04,-2.9340000e-04,75.83,2.264e+01,-2.264e+01,1.6310,0.4870,-0.4870
6760,K05701.01,FALSE POSITIVE,48.550592990,,,,,,,,
6761,K05702.01,CANDIDATE,511.882000000,1.5070000e-02,-1.5070000e-02,2.56,1.140e+00,-2.500e-01,1.0070,0.4490,-0.0980
6762,K05703.01,FALSE POSITIVE,247.372131000,2.0600000e-03,-2.0600000e-03,2.47,0.000e+00,0.000e+00,1.0000,,
6763,K05704.01,CANDIDATE,96.167050000,2.0720000e-03,-2.0720000e-03,1.15,2.200e-01,-9.000e-02,0.7160,0.1350,-0.0550
6764,K05705.01,FALSE POSITIVE,95.254421000,1.8390000e-03,-1.8390000e-03,2.20,1.000e+00,-1.900e-01,1.0120,0.4610,-0.0850
6765,K05706.01,CONFIRMED,425.483539000,8.6230000e-03,-8.6230000e-03,3.20,9.200e-01,-3.000e-01,1.0220,0.2920,-0.0970
6766,K05707.01,CANDIDATE,208.800733000,6.3890000e-03,-6.3890000e-03,2.88,1.800e+00,-3.700e-01,1.1680,0.7320,-0.1510
6767,K05708.01,FALSE POSITIVE,7.863361238,1.0980000e-06,-1.0980000e-06,22.70,3.380e+00,-5.070e+00,1.4000,0.2080,-0.3130
6768,K05820.01,FALSE POSITIVE,120.169838030,,,,,,,,
6769,K05821.01,CANDIDATE,113.713630320,,,,,,,,
6770,K05822.01,CANDIDATE,17.634272000,1.2270000e-04,-1.2270000e-04,1.69,1.310e+00,-1.030e+00,1.9790,1.5330,-1.2040
6771,K05823.01,FALSE POSITIVE,0.745086745,2.3000000e-06,-2.3000000e-06,1.29,2.000e-01,-1.000e-01,0.7500,0.1220,-0.0570
6772,K05824.01,FALSE POSITIVE,247.477243140,,,,,,,,
6773,K05825.01,CANDIDATE,208.047137000,9.3340000e-03,-9.3340000e-03,2.05,7.800e-01,-6.000e-01,1.2000,0.4560,-0.3540
6774,K05826.01,CANDIDATE,30.561533000,3.2560000e-04,-3.2560000e-04,1.53,8.000e-02,-1.500e-01,0.6640,0.0350,-0.0630
6775,K05827.01,CONFIRMED,6.109682250,6.0310000e-05,-6.0310000e-05,0.79,2.300e-01,-1.900e-01,1.0090,0.2930,-0.2400
6776,K05455.01,CANDIDATE,292.098090000,2.1040000e-02,-2.1040000e-02,2.09,7.400e-01,-1.700e-01,0.8830,0.3150,-0.0720
6777,K05456.01,FALSE POSITIVE,11.804553600,2.9120000e-04,-2.9120000e-04,0.94,1.980e+00,-9.000e-02,0.8570,1.8020,-0.0820
6778,K05457.01,CANDIDATE,578.216230000,1.6130000e-02,-1.6130000e-02,3.54,1.620e+00,-1.440e+00,3.2440,1.4860,-1.3180
6779,K05458.01,CANDIDATE,56.648588000,7.8630000e-04,-7.8630000e-04,2.19,2.200e-01,-1.800e-01,0.7820,0.0780,-0.0640
6780,K05459.01,CANDIDATE,53.554546000,1.4230000e-03,-1.4230000e-03,3.10,4.400e-01,-1.040e+00,2.6220,0.3770,-0.8790
6781,K05460.01,FALSE POSITIVE,3.174877200,1.2320000e-04,-1.2320000e-04,8.80,4.480e+00,-4.030e+00,1.6190,0.8240,-0.7410
6782,K05461.01,CANDIDATE,119.079642000,3.1720000e-03,-3.1720000e-03,17.89,7.400e-01,-5.040e+00,8.9840,0.3760,-2.5290
6783,K05462.01,FALSE POSITIVE,371.186480000,1.6900000e-02,-1.6900000e-02,2.06,1.180e+00,-2.700e-01,1.1520,0.6600,-0.1500
6784,K05583.01,CANDIDATE,20.585859100,8.4660000e-04,-8.4660000e-04,1.31,7.800e-01,-1.400e-01,0.7530,0.4520,-0.0810
6785,K05584.01,FALSE POSITIVE,10.909621540,1.0990000e-05,-1.0990000e-05,149.10,9.955e+01,-1.095e+02,2.0640,1.3780,-1.5160
6786,K05585.01,CANDIDATE,113.573945000,1.3970000e-03,-1.3970000e-03,3.45,2.170e+00,-1.980e+00,2.2330,1.4020,-1.2800
6787,K05586.01,FALSE POSITIVE,27.077981300,7.7350000e-04,-7.7350000e-04,2.03,4.300e-01,-2.600e-01,0.8500,0.1840,-0.1070
6788,K05587.01,FALSE POSITIVE,1.827660875,2.3900000e-07,-2.3900000e-07,42.10,1.370e+01,-4.560e+00,1.0720,0.3490,-0.1160
6789,K05588.01,CANDIDATE,542.911330000,2.6750000e-02,-2.6750000e-02,2.27,8.600e-01,-1.800e-01,0.8240,0.3130,-0.0650
6790,K05589.01,FALSE POSITIVE,376.554588000,7.9550000e-03,-7.9550000e-03,2.00,7.000e-01,-1.700e-01,0.9130,0.3210,-0.0780
6791,K05590.01,FALSE POSITIVE,538.426300000,1.8740000e-02,-1.8740000e-02,3.20,1.090e+00,-1.400e+00,2.0280,0.6950,-0.8840
6792,K05709.01,FALSE POSITIVE,94.205611590,,,,,,,,
6793,K05710.01,FALSE POSITIVE,378.706439550,,,,,,,,
6794,K05711.01,FALSE POSITIVE,78.428631300,6.8760000e-05,-6.8760000e-05,85.77,0.000e+00,0.000e+00,1.0000,,
6795,K05712.01,CANDIDATE,287.756130000,1.2440000e-02,-1.2440000e-02,3.40,4.400e-01,-2.100e-01,0.7810,0.1010,-0.0480
6796,K05713.01,FALSE POSITIVE,2.530210000,4.0230000e-03,-4.0230000e-03,41.44,1.192e+01,-1.193e+01,1.2960,0.3730,-0.3730
6797,K05714.01,FALSE POSITIVE,2.249000963,5.3100000e-07,-5.3100000e-07,59.61,1.355e+01,-3.161e+01,2.2930,0.5210,-1.2160
6798,K05715.01,CANDIDATE,189.961729000,8.8650000e-03,-8.8650000e-03,1.93,4.600e-01,-1.300e-01,0.7420,0.1740,-0.0530
6799,K05716.01,FALSE POSITIVE,121.623873780,,,,,,,,
6800,K05836.01,CANDIDATE,202.187227660,,,,,,,,
6801,K05837.01,CANDIDATE,280.920706880,,,,,,,,
6802,K05838.01,FALSE POSITIVE,432.074696000,9.6110000e-03,-9.6110000e-03,2.39,5.100e-01,-1.900e-01,0.7390,0.1580,-0.0570
6803,K05839.01,CANDIDATE,169.415073000,3.8270000e-03,-3.8270000e-03,2.32,1.420e+00,-5.000e-01,1.3780,0.8440,-0.2940
6804,K05840.01,FALSE POSITIVE,460.779050000,1.4500000e-02,-1.4500000e-02,4.24,6.500e-01,-1.520e+00,2.7170,0.4170,-0.9730
6805,K05841.01,FALSE POSITIVE,3.213185170,4.7030000e-06,-4.7030000e-06,8.24,1.720e+00,-1.730e+00,1.5130,0.3170,-0.3170
6806,K05842.01,CANDIDATE,57.774937300,9.8350000e-04,-9.8350000e-04,1.85,5.900e-01,-2.000e-01,1.0970,0.3460,-0.1230
6807,K05843.01,FALSE POSITIVE,331.782481340,,,,,,,,
6808,K05463.01,FALSE POSITIVE,1.206087690,2.3680000e-05,-2.3680000e-05,44.46,1.188e+01,-1.306e+01,1.3550,0.3620,-0.3980
6809,K05464.01,FALSE POSITIVE,613.829050000,3.2600000e-02,-3.2600000e-02,2.85,1.250e+00,-1.410e+00,2.3570,1.0270,-1.1680
6810,K05465.01,FALSE POSITIVE,476.804540000,2.7500000e-02,-2.7500000e-02,1.12,4.500e-01,-1.200e-01,0.9010,0.3700,-0.0960
6811,K05466.01,CONFIRMED,4.095138760,3.0350000e-05,-3.0350000e-05,1.75,5.600e-01,-1.800e-01,0.9630,0.3090,-0.0960
6812,K05467.01,CANDIDATE,502.835690100,,,,,,,,
6813,K05468.01,CANDIDATE,81.704814000,1.3170000e-03,-1.3170000e-03,1.65,6.100e-01,-2.200e-01,0.9500,0.3510,-0.1270
6814,K05469.01,FALSE POSITIVE,0.779615874,6.9880000e-06,-6.9880000e-06,0.83,2.500e-01,-7.000e-02,0.8630,0.2580,-0.0690
6815,K05470.01,CANDIDATE,578.218050000,1.6170000e-02,-1.6170000e-02,2.44,7.100e-01,-2.300e-01,0.9500,0.2790,-0.0890
6816,K05591.01,CANDIDATE,317.009388000,6.1380000e-03,-6.1380000e-03,4.03,2.400e+00,-2.410e+00,2.2700,1.3470,-1.3590
6817,K05592.01,CANDIDATE,482.517010000,2.0100000e-02,-2.0100000e-02,2.30,7.500e-01,-2.000e-01,0.9600,0.3120,-0.0860
6818,K05593.01,FALSE POSITIVE,224.469892000,2.8450000e-03,-2.8450000e-03,2.35,8.200e-01,-3.800e-01,1.0910,0.3820,-0.1730
6819,K05594.01,FALSE POSITIVE,113.556471000,2.6080000e-03,-2.6080000e-03,6.76,1.400e+00,-2.500e-01,4.1640,0.8620,-0.1520
6820,K05595.01,FALSE POSITIVE,208.027890000,1.3570000e-02,-1.3570000e-02,1.04,8.000e-02,-1.100e-01,0.6320,0.0450,-0.0660
6821,K05596.01,FALSE POSITIVE,308.024953000,2.4140000e-03,-2.4140000e-03,3.55,2.520e+00,-2.240e+00,1.8870,1.3400,-1.1930
6822,K05597.01,CANDIDATE,7.777106390,8.3860000e-05,-8.3860000e-05,0.73,3.000e-02,-6.000e-02,0.8510,0.0410,-0.0650
6823,K05717.01,FALSE POSITIVE,1.332614580,8.6250000e-05,-8.6250000e-05,3.65,1.700e-01,-3.400e-01,0.7600,0.0360,-0.0710
6824,K05718.01,CANDIDATE,233.645740000,2.3150000e-02,-2.3150000e-02,5.20,0.000e+00,0.000e+00,1.0000,,
6825,K05719.01,CANDIDATE,27.285315000,9.2570000e-03,-9.2570000e-03,2.19,7.500e-01,-2.600e-01,1.0940,0.3710,-0.1320
6826,K05720.01,FALSE POSITIVE,105.895315000,2.7690000e-03,-2.7690000e-03,2.69,7.800e-01,-2.500e-01,0.7810,0.2280,-0.0730
6827,K05721.01,FALSE POSITIVE,61.224558000,1.2830000e-03,-1.2830000e-03,2.76,8.800e-01,-3.100e-01,1.1400,0.3620,-0.1290
6828,K05722.01,FALSE POSITIVE,28.507877538,5.9320000e-06,-5.9320000e-06,27.79,8.460e+00,-2.830e+00,0.9450,0.2880,-0.0960
6829,K05723.01,FALSE POSITIVE,444.465220000,3.2030000e-02,-3.2030000e-02,30.17,5.620e+00,-2.220e+00,0.7460,0.1390,-0.0550
6830,K05724.01,FALSE POSITIVE,8.480390000,1.2700000e-04,-1.2700000e-04,1.23,4.200e-01,-1.300e-01,1.0670,0.3570,-0.1190
6831,K05344.01,CANDIDATE,445.351255000,6.2760000e-03,-6.2760000e-03,3.66,2.140e+00,-8.000e-01,1.7550,1.0250,-0.3820
6832,K05345.01,FALSE POSITIVE,72.015382500,9.8590000e-04,-9.8590000e-04,6.94,2.890e+00,-2.950e+00,5.0320,2.0960,-2.1380
6833,K05346.01,FALSE POSITIVE,21.127526930,9.7940000e-05,-9.7940000e-05,20.93,6.010e+00,-6.680e+00,30.8820,8.8720,-9.8580
6834,K05347.01,FALSE POSITIVE,23.934182500,2.6520000e-04,-2.6520000e-04,1.03,4.000e-02,-8.000e-02,0.7150,0.0300,-0.0560
6835,K05348.01,FALSE POSITIVE,87.775799000,1.1590000e-03,-1.1590000e-03,2.44,8.800e-01,-3.500e-01,1.0250,0.3720,-0.1470
6836,K05349.01,FALSE POSITIVE,65.673507280,,,,,,,,
6837,K05350.01,FALSE POSITIVE,222.064098780,,,,,,,,
6838,K05351.01,FALSE POSITIVE,35.882272887,1.3660000e-06,-1.3660000e-06,35.21,9.670e+00,-2.600e+00,0.8120,0.2230,-0.0600
6839,K05471.01,FALSE POSITIVE,8.780603773,5.9700000e-07,-5.9700000e-07,52.34,1.182e+01,-4.720e+00,0.8320,0.1880,-0.0750
6840,K05472.01,CANDIDATE,97.513749100,8.9320000e-04,-8.9320000e-04,5.27,2.140e+00,-2.290e+00,3.1800,1.2900,-1.3840
6841,K05473.01,CANDIDATE,549.427720000,1.1540000e-02,-1.1540000e-02,2.64,1.030e+00,-2.100e-01,0.9710,0.3770,-0.0790
6842,K05474.01,CANDIDATE,284.666844000,7.9100000e-03,-7.9100000e-03,8.98,8.000e-01,-1.960e+00,4.4130,0.3930,-0.9660
6843,K05475.01,CONFIRMED,224.150923000,1.7940000e-03,-1.7940000e-03,2.41,4.800e-01,-7.100e-01,1.2860,0.2550,-0.3830
6844,K05476.01,CANDIDATE,148.179343000,5.6530000e-03,-5.6530000e-03,2.52,3.800e-01,-4.200e-01,1.1830,0.1800,-0.1980
6845,K05477.01,FALSE POSITIVE,551.498320000,2.4430000e-02,-2.4430000e-02,4.89,2.070e+00,-3.900e-01,0.8870,0.3750,-0.0710
6846,K05478.01,FALSE POSITIVE,351.287873700,1.0350000e-04,-1.0350000e-04,38.47,1.065e+01,-3.540e+00,0.9140,0.2530,-0.0840
6847,K05598.01,CANDIDATE,376.934014000,6.1160000e-03,-6.1160000e-03,2.13,7.300e-01,-3.100e-01,1.0340,0.3510,-0.1540
6848,K05599.01,FALSE POSITIVE,46.504462090,,,,,,,,
6849,K05600.01,CANDIDATE,17.168095000,3.4150000e-03,-3.4150000e-03,4.81,2.950e+00,-2.960e+00,1.9070,1.1720,-1.1720
6850,K05601.01,FALSE POSITIVE,124.091252000,3.3190000e-03,-3.3190000e-03,1.30,3.600e-01,-1.000e-01,0.7920,0.2180,-0.0610
6851,K05602.01,CANDIDATE,403.163148000,9.4690000e-03,-9.4690000e-03,2.49,4.300e-01,-1.100e-01,0.9630,0.1690,-0.0400
6852,K05603.01,CANDIDATE,341.557931000,4.6590000e-03,-4.6590000e-03,6.81,3.390e+00,-1.740e+00,3.0980,1.5410,-0.7930
6853,K05604.01,CANDIDATE,476.919770000,1.6400000e-02,-1.6400000e-02,2.49,1.140e+00,-8.300e-01,1.7250,0.7890,-0.5750
6854,K05605.01,CANDIDATE,9.011888000,1.6240000e-03,-1.6240000e-03,7.04,1.580e+00,-2.930e+00,1.7350,0.3890,-0.7230
6855,K05725.01,CANDIDATE,351.250690000,1.4220000e-02,-1.4220000e-02,2.23,2.500e-01,-2.000e-01,0.6300,0.0690,-0.0580
6856,K05726.01,FALSE POSITIVE,212.771978000,3.4360000e-03,-3.4360000e-03,2.84,7.300e-01,-2.600e-01,0.8240,0.2100,-0.0770
